"ver1.4","code","name","close","stcode","stname","stclose","convprice","tyr","HisVol","ImpVol","strbvalue","optvalue","BS","BT","Delta","对冲比例","Theta","期权流逝","溢价流逝","溢价率","溢价率均值","溢价率标准差","2017-11","2017-10","2017-09","2017-08","2017-07","2017-06","2017-05","2017-04","2017-03","2017-02","2017-01","2016-12","2016-11","2016-10"
"2017-11-03","128015.SZ","久其转债",109.8775,"002279.SZ","久其软件",11.79,12.9,5.58904109589041,0.291230714923283,0.281867323776694,86.3319,24.4119859500275,110.743885950027,24.5211452892337,0.631313283251264,4.89390142055244,-0.338280578197303,-8.25810072211972,-4.21281568627451,-0.00782332986236745,-0.0284606672987214,0.0563016895160196,-0.00479168741172705,-0.0106336656279821,-0.00346379588511089,0.00981170994321266,-0.0251396780691611,-0.137225709541934,0,0,0,0,0,0,0,0
"2017-11-03","128016.SZ","雨虹转债",116.3471,"002271.SZ","东方雨虹",38.81,38.48,5.88767123287671,0.328960874390623,0.305561282338436,83.6588,34.703364481766,118.362164481766,34.5946694047948,0.698622838902144,1.81554791814486,-1.12299432866604,-38.9716814986536,-5.55199139134481,-0.0170245660054352,-0.0962423542966805,0.0775851433170535,-0.0178016031542762,-0.0925394361108725,-0.15589672681387,0,0,0,0,0,0,0,0,0,0,0
"2017-11-03","128017.SZ","金禾转债",99.9975,"002597.SZ","金禾实业",22.93,23.92,5.98904109589041,0.277112438930883,0.158408906194232,83.26,27.140837423266,110.400837423266,27.1786685877889,0.658811805407163,2.75422995571556,-0.605535397508659,-16.4347377778153,-2.79468778591034,-0.0942324140475552,-0.100592942006586,0.00963611823245196,-0.100592942006586,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-11-03","132001.SH","14宝钢EB",146.69,"601336.SH","新华保险",62.95,42.31,0.0931506849315069,0.359828015158236,0.379658622741699,102.565,48.9228836414688,151.487883641469,48.9227544392784,0.999885861657486,2.36323767822616,-0.650284460349796,-31.8137909875484,-473.694852941176,-0.0316717319308794,0.00129772694290692,0.0253882373570624,-0.0305986307610956,-0.015996852158773,0.0119114186480308,-0.0155475431786347,-0.0130346607438998,-0.00339951509123574,-0.0322472004035783,-0.00931547018301796,-0.000488143670914644,-0.00180834911315603,0.0120222737109066,0.0214508497252169,0.0544043275301646,0.0576651286286077
"2017-11-03","132002.SH","15天集EB",103.5,"600535.SH","天士力",37.66,56.02,2.58904109589041,0.161951369629577,0.484919208616655,91.1422,0.807077170092998,91.949277170093,0.805263996058943,0.106643617746097,0.190367043459652,-0.401975326791413,-0.324425109194022,-4.77311851851852,0.125620594151489,0.113162338634304,0.0156928838738587,0.123807699547176,0.124207207332558,0.130461302426856,0.128110146585393,0.122106794086942,0.130533099038243,0.111112552479465,0.0995585377811821,0.105696571431117,0.114844734758171,0.0950945281793184,0.0860730434631513,0.108048134106219,0.0952744731093604
"2017-11-03","132003.SH","15清控EB",100.67,"600109.SH","国金证券",10.79,16.75,0.96986301369863,0.241514855184171,0.502729923232771,96.5039,0.277445689472431,96.7813456894724,0.275755709950893,0.0475683299180098,0.283990029361253,-0.138126334295641,-0.0383225560529538,-4.29555508474576,0.0401797917028814,0.0842854607596093,0.0383903583692255,0.0431349655996189,0.0431808857531117,0.0516916370399537,0.0686422263131862,0.0692745099478501,0.0564202278029226,0.0460740267094515,0.0585200063718252,0.098222245283194,0.119216721470047,0.116752189097504,0.114644040929639,0.161507691800419,0.145424565508292
"2017-11-03","132004.SH","15国盛EB",92.5,"600170.SH","上海建工",3.87,6.76,4,0.147095436503982,0.27607122365778,89.5727,0.399563823380484,89.9722638233805,0.392068455444566,0.0611857331134615,0.905114395169549,-0.0203611676738766,-0.00813558600426525,-0.731825000000001,0.0280946157093653,0.0452111753866709,0.012838910227117,0.02764119341811,0.0269141064535348,0.0322517363175006,0.0437780048435127,0.0391908602342233,0.0432989933019501,0.0345561279026181,0.041522510156461,0.0645665773665948,0.0574158567233253,0.0428349954326726,0.0549856537031169,0.0585304441798599,0.0385677262698066
"2017-11-03","132005.SH","15国资EB",130.99,"601601.SH","中国太保",43.38,37.58,3.09041095890411,0.283287842972745,0.302961075907316,99.0175,32.1714076088017,131.188907608802,32.0873967456275,0.73574706704815,1.95781550571621,-1.44060707086945,-46.346357281063,-10.3457114361702,-0.00151619227896016,0.0427165452149469,0.025140555925533,-0.00371382532153626,0.00335485380282068,0.0249679735223564,0.0307801841708222,0.0280064704401417,0.0192102972481065,0.0325138373701379,0.0333622277526478,0.0594410825526716,0.0748602448018393,0.0723053403372082,0.0705707876221579,0.0668712766242199,0.0497817374343204
"2017-11-03","132006.SH","16皖新EB",101.88,"601801.SH","皖新传媒",12.07,16.19,3.63013698630137,0.255767896453446,0.204509015193109,96.8912,8.0921404117585,104.983340411759,8.06959155770674,0.402362190379202,2.48525133032243,-0.366667679889964,-2.9671263501233,-1.37427320754717,-0.0295603130895512,-0.135508171670357,0.0690587710468759,-0.0411085556253292,-0.0498509229229345,-0.0500170803601097,-0.0627253366717924,-0.0763261571379024,-0.101731930346897,-0.14610607507101,-0.203003954193246,-0.226926351977808,-0.227860274058626,-0.215025039637227,-0.187307704982217,-0.110992863245884,-0.121105721275142
"2017-11-03","132007.SH","16凤凰EB",91.98,"601928.SH","凤凰传媒",8.87,15.75,3.98630136986301,0.130323918443891,0.214140777759183,90.2827,0.170053905241716,90.4527539052417,0.161491765163097,0.0323938423770846,0.205675189695775,-0.0248971168890747,-0.00423385195624664,-0.425783161512027,0.0168844620956288,0.0508173612291604,0.039312873908316,0.018530571856668,0.0115792943723636,0.0239962835019756,0.0304963585444845,0.0259703347161244,0.0287096233094085,0.0398948167183496,0.0626160105557908,0.0930695090111469,0.103628665104378,0.0934979137292246,0.111668929424332,-0.00167328903168973,-0.0150094550200736
"2017-11-03","132008.SH","17山高EB",94.38,"600350.SH","山东高速",5.97,9.8,4.46575342465753,0.159664001073984,0.193743803618546,92.974,1.22233685848303,94.196336858483,1.20422271388619,0.135292321169332,1.38053388948298,-0.0593579637386933,-0.0725554269223042,-0.314840490797544,0.00194979069932288,-0.00277312909657097,0.0126274307188321,-0.000356481050707957,-0.000919440689181065,0.0000580387513185851,0.00115602492940221,-0.0048546617423989,-0.011741641180459,-0.00548101297328568,0.0185447537986163,0,0,0,0,0,0
"2017-11-03","132009.SH","17中油EB",102.35,"601857.SH","中国石油",8.32,8.92,4.68493150684932,0.124647186746958,0.182186159832468,88.0352,10.0355924457384,98.0707924457384,10.0105797603085,0.554591615302891,6.21739479039116,-0.15046197559434,-1.50997506564544,-3.05549824561403,0.0436338633301978,0.0525049908390459,0.0148767144582768,0.0415398149265466,0.0472718838821634,0.0621709864092918,0.0611266505913987,0.0310107035102167,0,0,0,0,0,0,0,0,0
"2017-11-03","132010.SH","17桐昆EB",112.95,"601233.SH","桐昆股份",15.78,17.12,2.74246575342466,0.425814172597206,0.372720380175393,92.2167,24.0682157748406,116.284915774841,24.1773838588549,0.616132007926999,3.59890191546144,-0.858842766407367,-20.6708130185535,-7.56009440559441,-0.0286788338162269,-0.0421949476913835,0.0405057140439459,-0.0366538358016588,-0.0399532761869899,-0.013436348932581,-0.0735598203189415,0,0,0,0,0,0,0,0,0,0
"2017-11-03","132011.SH","17浙报EB",90.74,"600633.SH","浙数文化",16.08,25,4.78082191780822,0.29802975656874,0.225762331067289,86.0119,8.72023136482245,94.7321313648225,8.77240056161178,0.40464649914989,1.61858599659956,-0.489545740018912,-4.26895211662814,-0.988972206303725,-0.0421412598587947,-0.0488335672601919,0.0168974118712688,-0.0415571179621679,-0.0552866412364547,-0.0510576714074239,-0.0365991039152588,0,0,0,0,0,0,0,0,0,0
"2017-11-03","132012.SH","17巨化EB",99.95,"600160.SH","巨化股份",11.1,13.49,2.83013698630137,0.365706258856413,0.236388982605651,91.8315,15.3757687718543,107.207268771854,15.3505117417503,0.52378468708663,3.88276269152431,-0.536559182344643,-8.25000992014644,-2.86858906098741,-0.0676938126956519,-0.0931270205686371,0.0172642551343616,-0.0662584289929277,-0.0841921725484623,-0.104751930122142,0,0,0,0,0,0,0,0,0,0,0
